BinID,bin_level,Time
BIN_001,0,2025-02-01T00:00:52.504823+08:00
BIN_001,0.01,2025-02-01T00:10:00.389791+08:00
BIN_001,0.1,2025-02-01T00:20:02.779582+08:00
BIN_001,0.2,2025-02-01T00:30:04.169373+08:00
BIN_001,0.27,2025-02-01T00:40:05.559164+08:00
BIN_001,0.35,2025-02-01T00:50:06.948955+08:00
BIN_001,0.51,2025-02-01T01:00:00.338747+08:00
BIN_001,0.61,2025-02-01T01:10:00.728538+08:00
BIN_001,0.73,2025-02-01T01:20:11.118329+08:00
BIN_001,0.93,2025-02-01T01:30:12.508120+08:00
BIN_001,1.14,2025-02-01T01:40:13.897911+08:00
BIN_001,1.35,2025-02-01T01:50:15.287703+08:00
BIN_001,1.47,2025-02-01T02:00:10.677494+08:00
BIN_001,1.6,2025-02-01T02:10:10.067285+08:00
BIN_001,1.67,2025-02-01T02:20:19.457076+08:00
BIN_001,1.7,2025-02-01T02:30:20.846867+08:00
BIN_001,1.81,2025-02-01T02:40:22.236658+08:00
BIN_001,1.95,2025-02-01T02:50:23.626450+08:00
BIN_001,2.12,2025-02-01T03:00:20.016241+08:00
BIN_001,2.3,2025-02-01T03:10:20.406032+08:00
BIN_001,2.43,2025-02-01T03:20:27.795823+08:00
BIN_001,2.61,2025-02-01T03:30:29.185614+08:00
BIN_001,2.65,2025-02-01T03:40:30.575406+08:00
BIN_001,2.71,2025-02-01T03:50:31.965197+08:00
BIN_001,2.91,2025-02-01T04:00:30.354988+08:00
BIN_001,3,2025-02-01T04:10:30.744779+08:00
BIN_001,3.04,2025-02-01T04:20:36.134570+08:00
BIN_001,3.21,2025-02-01T04:30:37.524361+08:00
BIN_001,3.22,2025-02-01T04:40:38.914153+08:00
BIN_001,3.38,2025-02-01T04:50:40.303944+08:00
BIN_001,3.51,2025-02-01T05:00:40.693735+08:00
BIN_001,3.68,2025-02-01T05:10:43.083526+08:00
BIN_001,3.74,2025-02-01T05:20:44.473317+08:00
BIN_001,3.9,2025-02-01T05:30:45.863109+08:00
BIN_001,3.99,2025-02-01T05:40:47.252900+08:00
BIN_001,4.16,2025-02-01T05:50:48.642691+08:00
BIN_001,4.28,2025-02-01T06:00:50.032482+08:00
BIN_001,4.43,2025-02-01T06:10:51.422273+08:00
BIN_001,4.57,2025-02-01T06:20:52.812064+08:00
BIN_001,4.58,2025-02-01T06:30:54.201856+08:00
BIN_001,4.72,2025-02-01T06:40:55.591647+08:00
BIN_001,4.82,2025-02-01T06:50:56.981438+08:00
BIN_001,4.89,2025-02-01T07:00:50.371229+08:00
BIN_001,5.04,2025-02-01T07:10:59.761020+08:00
BIN_001,5.23,2025-02-01T07:20:01.150812+08:00
BIN_001,5.39,2025-02-01T07:30:02.540603+08:00
BIN_001,5.51,2025-02-01T07:40:03.930394+08:00
BIN_001,5.7,2025-02-01T07:50:05.320185+08:00
BIN_001,5.82,2025-02-01T08:00:00.709976+08:00
BIN_001,5.9,2025-02-01T08:10:00.099767+08:00
BIN_001,5.93,2025-02-01T08:20:09.489559+08:00
BIN_001,6.03,2025-02-01T08:30:10.879350+08:00
BIN_001,6.21,2025-02-01T08:40:12.269141+08:00
BIN_001,6.33,2025-02-01T08:50:13.658932+08:00
BIN_001,6.54,2025-02-01T09:00:10.048723+08:00
BIN_001,6.58,2025-02-01T09:10:10.438515+08:00
BIN_001,6.67,2025-02-01T09:20:17.828306+08:00
BIN_001,6.83,2025-02-01T09:30:19.218097+08:00
BIN_001,6.91,2025-02-01T09:40:20.607888+08:00
BIN_001,7.05,2025-02-01T09:50:21.997679+08:00
BIN_001,7.22,2025-02-01T10:00:20.387470+08:00
BIN_001,7.3,2025-02-01T10:10:20.777262+08:00
BIN_001,7.34,2025-02-01T10:20:26.167053+08:00
BIN_001,7.53,2025-02-01T10:30:27.556844+08:00
BIN_001,7.67,2025-02-01T10:40:28.946635+08:00
BIN_001,7.78,2025-02-01T10:50:30.336426+08:00
BIN_001,7.86,2025-02-01T11:00:30.726218+08:00
BIN_001,8.05,2025-02-01T11:10:30.116009+08:00
BIN_001,8.2,2025-02-01T11:20:34.505800+08:00
BIN_001,8.24,2025-02-01T11:30:35.895591+08:00
BIN_001,8.26,2025-02-01T11:40:37.285382+08:00
BIN_001,8.46,2025-02-01T11:50:38.675174+08:00
BIN_001,8.62,2025-02-01T12:00:40.064965+08:00
BIN_001,8.71,2025-02-01T12:10:40.454756+08:00
BIN_001,8.83,2025-02-01T12:20:42.844547+08:00
BIN_001,8.85,2025-02-01T12:30:44.234338+08:00
BIN_001,8.9,2025-02-01T12:40:45.624129+08:00
BIN_001,8.99,2025-02-01T12:50:47.013921+08:00
BIN_001,9.18,2025-02-01T13:00:40.403712+08:00
BIN_001,9.22,2025-02-01T13:10:49.793503+08:00
BIN_001,9.36,2025-02-01T13:20:51.183294+08:00
BIN_001,9.37,2025-02-01T13:30:52.573085+08:00
BIN_001,9.39,2025-02-01T13:40:53.962877+08:00
BIN_001,9.54,2025-02-01T13:50:55.352668+08:00
BIN_001,9.61,2025-02-01T14:00:50.742459+08:00
BIN_001,9.73,2025-02-01T14:10:58.132250+08:00
BIN_001,9.93,2025-02-01T14:20:59.522041+08:00
BIN_001,10.09,2025-02-01T14:30:00.911832+08:00
BIN_001,10.11,2025-02-01T14:40:02.301624+08:00
BIN_001,10.27,2025-02-01T14:50:03.691415+08:00
BIN_001,10.33,2025-02-01T15:00:00.081206+08:00
BIN_001,10.44,2025-02-01T15:10:00.470997+08:00
BIN_001,10.51,2025-02-01T15:20:07.860788+08:00
BIN_001,10.54,2025-02-01T15:30:09.250580+08:00
BIN_001,10.71,2025-02-01T15:40:10.640371+08:00
BIN_001,10.93,2025-02-01T15:50:12.030162+08:00
BIN_001,10.97,2025-02-01T16:00:10.419953+08:00
BIN_001,11.16,2025-02-01T16:10:14.809744+08:00
BIN_001,11.17,2025-02-01T16:20:16.199535+08:00
BIN_001,11.23,2025-02-01T16:30:17.589327+08:00
BIN_001,11.41,2025-02-01T16:40:18.979118+08:00
BIN_001,11.48,2025-02-01T16:50:20.368909+08:00
BIN_001,11.59,2025-02-01T17:00:20.758700+08:00
BIN_001,11.67,2025-02-01T17:10:23.148491+08:00
BIN_001,11.82,2025-02-01T17:20:24.538283+08:00
BIN_001,12.04,2025-02-01T17:30:25.928074+08:00
BIN_001,12.06,2025-02-01T17:40:27.317865+08:00
BIN_001,12.27,2025-02-01T17:50:28.707656+08:00
BIN_001,12.51,2025-02-01T18:00:30.097447+08:00
BIN_001,12.69,2025-02-01T18:10:31.487238+08:00
BIN_001,12.75,2025-02-01T18:20:32.877030+08:00
BIN_001,12.86,2025-02-01T18:30:34.266821+08:00
BIN_001,12.97,2025-02-01T18:40:35.656612+08:00
BIN_001,13.12,2025-02-01T18:50:37.046403+08:00
BIN_001,13.24,2025-02-01T19:00:30.436194+08:00
BIN_001,13.34,2025-02-01T19:10:39.825986+08:00
BIN_001,13.51,2025-02-01T19:20:41.215777+08:00
BIN_001,13.65,2025-02-01T19:30:42.605568+08:00
BIN_001,13.89,2025-02-01T19:40:43.995359+08:00
BIN_001,13.95,2025-02-01T19:50:45.385150+08:00
BIN_001,14.05,2025-02-01T20:00:40.774941+08:00
BIN_001,14.26,2025-02-01T20:10:48.164733+08:00
BIN_001,14.5,2025-02-01T20:20:49.554524+08:00
BIN_001,14.55,2025-02-01T20:30:50.944315+08:00
BIN_001,14.6,2025-02-01T20:40:52.334106+08:00
BIN_001,14.71,2025-02-01T20:50:53.723897+08:00
BIN_001,14.81,2025-02-01T21:00:50.113689+08:00
BIN_001,14.9,2025-02-01T21:10:56.503480+08:00
BIN_001,15.08,2025-02-01T21:20:57.893271+08:00
BIN_001,15.18,2025-02-01T21:30:59.283062+08:00
BIN_001,15.24,2025-02-01T21:40:00.672853+08:00
BIN_001,15.39,2025-02-01T21:50:02.062645+08:00
BIN_001,15.52,2025-02-01T22:00:00.452436+08:00
BIN_001,15.75,2025-02-01T22:10:04.842227+08:00
BIN_001,15.96,2025-02-01T22:20:06.232018+08:00
BIN_001,15.98,2025-02-01T22:30:07.621809+08:00
BIN_001,16.12,2025-02-01T22:40:09.011600+08:00
BIN_001,16.26,2025-02-01T22:50:10.401392+08:00
BIN_001,16.31,2025-02-01T23:00:10.791183+08:00
BIN_001,16.43,2025-02-01T23:10:13.180974+08:00
BIN_001,16.62,2025-02-01T23:20:14.570765+08:00
BIN_001,16.87,2025-02-01T23:30:15.960556+08:00
BIN_001,17.01,2025-02-01T23:40:17.350348+08:00
BIN_001,17.1,2025-02-01T23:50:18.740139+08:00
BIN_001,17.29,2025-02-02T00:00:20.129930+08:00
BIN_001,17.53,2025-02-02T00:10:20.519721+08:00
BIN_001,17.62,2025-02-02T00:20:22.909512+08:00
BIN_001,17.75,2025-02-02T00:30:24.299303+08:00
BIN_001,17.79,2025-02-02T00:40:25.689095+08:00
BIN_001,18.04,2025-02-02T00:50:27.078886+08:00
BIN_001,18.25,2025-02-02T01:00:28.468677+08:00
BIN_001,18.43,2025-02-02T01:10:20.858468+08:00
BIN_001,18.53,2025-02-02T01:20:31.248259+08:00
BIN_001,18.66,2025-02-02T01:30:32.638051+08:00
BIN_001,18.76,2025-02-02T01:40:34.027842+08:00
BIN_001,18.92,2025-02-02T01:50:35.417633+08:00
BIN_001,18.94,2025-02-02T02:00:36.807424+08:00
BIN_001,19.2,2025-02-02T02:10:30.197215+08:00
BIN_001,19.37,2025-02-02T02:20:39.587006+08:00
BIN_001,19.5,2025-02-02T02:30:40.976798+08:00
BIN_001,19.75,2025-02-02T02:40:42.366589+08:00
BIN_001,19.9,2025-02-02T02:50:43.756380+08:00
BIN_001,19.96,2025-02-02T03:00:45.146171+08:00
BIN_001,20.13,2025-02-02T03:10:46.535962+08:00
BIN_001,20.26,2025-02-02T03:20:47.925754+08:00
BIN_001,20.4,2025-02-02T03:30:49.315545+08:00
BIN_001,20.59,2025-02-02T03:40:50.705336+08:00
BIN_001,20.65,2025-02-02T03:50:52.095127+08:00
BIN_001,20.68,2025-02-02T04:00:50.484918+08:00
